;tender_name;data_created;tender_id;data_execution;documents;organization;goods
10;"Отбор подрядчиков на выполнение работ по текущему ремонту ""Трубы кольцевого 
орошения пенного аппарата № 13 инв.№ 140012150"". Период выполнения: июнь 
2024 года. (id849382)     (4-й этап торгов) (id869036)";Дата создания: 7 марта 2024;ID: 869036;Прием заявок до: 14 марта 2024 23:00 MSK;[];"Филиал ООО ""ИСО"" в г. Шелехов";"[{'name': 'Выполнение работ по текущему ремонту ""Трубы кольцевого орошения пенного аппарата № 13 инв.№ 140012150""', 'count': '1', 'type': '1', 'url': 'https://www.tender.pro/api/position/19696097/view'}, {'name': 'Отбор подрядчиков на выполнение работ по текущему ремонту ""Трубы кольцевого \r\nорошения пенного аппарата № 13 инв.№ 140012150"". Период выполнения: июнь \r\n2024 года. (id849382)', 'count': 'ID', 'type': 'шт', 'url': 'https://www.tender.pro/api/tender/849382/view_public'}]"
11;Отбор на поставку цветного металлопроката март-апрель 2024 года.  (id856332)   (3-й этап торгов) (id868956);Дата создания: 7 марта 2024;ID: 868956;Прием заявок до: 11 марта 2024 13:00 MSK;[];Филиал ООО ИСО в г. Ачинск;[{'name': 'Припой ПтКР 8 ПОС-30 ГОСТ 21931', 'count': '16', 'type': '16', 'url': 'https://www.tender.pro/api/position/19695233/view'}, {'name': 'Припой ПтКР 8 ПОС-61 ГОСТ 21931', 'count': '30', 'type': 'КГ', 'url': 'https://www.tender.pro/api/position/19695234/view'}, {'name': 'Канифоль сосновая', 'count': '1', 'type': '30', 'url': 'https://www.tender.pro/api/position/19695235/view'}, {'name': 'Припой 3мм ПМФОЦр 6-4-0.03', 'count': '0.1', 'type': 'КГ', 'url': 'https://www.tender.pro/api/position/19695236/view'}, {'name': 'Припой Л 1.5х7 ПОС-40 ГОСТ 21931', 'count': '1', 'type': '1', 'url': 'https://www.tender.pro/api/position/19695237/view'}, {'name': 'Припой ПтКР 10 ПОС-30 ГОСТ 21931', 'count': '1', 'type': 'КГ', 'url': 'https://www.tender.pro/api/position/19695238/view'}, {'name': 'Припой ПтКР 10 ПОС-40 ГОСТ 21931', 'count': '1', 'type': '0.1', 'url': 'https://www.tender.pro/api/position/19695239/view'}, {'name': 'Припой ПтКР 8 ПОС-61 ГОСТ 21931', 'count': '6', 'type': 'КГ', 'url': 'https://www.tender.pro/api/position/19695240/view'}, {'name': 'Труба медная 12х2', 'count': '0.6', 'type': '1', 'url': 'https://www.tender.pro/api/position/19695241/view'}, {'name': 'Труба медная 14х2', 'count': '0.7', 'type': 'КГ', 'url': 'https://www.tender.pro/api/position/19695242/view'}, {'name': 'Отбор на поставку цветного металлопроката февраль-май 2024 года.\xa0 (id856332)', 'count': 'ID', 'type': '1', 'url': 'https://www.tender.pro/api/tender/856332/view_public'}]
12;"Тендер на поставку стального трубопроката во 2-3 квартале 2024г. по потребности ПАО ""РУСАЛ Братск"" (id865583) (2-й этап торгов) (id868995)";Дата создания: 7 марта 2024;ID: 868995;Прием заявок до: 14 марта 2024 23:00 MSK;[];Филиал ООО ИСО в г. Ачинск;"[{'name': 'Труба 219х10 Ст20 ГОСТ 10704-91,  ТУ 1390-003-11928001-01 с весьма усиленной двухслойной изоляцией экструдированным полиэтиленом заводского изготовления (ВУС изоляции по ГОСТ9602-2005 и ГОСТ Р 51664-98)', 'count': '37', 'type': '37', 'url': 'https://www.tender.pro/api/position/19695904/view'}, {'name': 'Труба 325х9 Ст20 ГОСТ 10704-91,  ТУ 1390-003-11928001-01 с весьма усиленной двухслойной изоляцией экструдированным полиэтиленом заводского изготовления (ВУС изоляции по ГОСТ9602-2005 и ГОСТ Р 51664-98)', 'count': '106', 'type': 'тн', 'url': 'https://www.tender.pro/api/position/19695905/view'}, {'name': 'Труба э/свар.530х10 Ст20 ГОСТ 10704-91,  ТУ 1390-003-11928001-01 с весьма усиленной двухслойной изоляцией экструдированным полиэтиленом заводского изготовления (ВУС изоляции по ГОСТ9602-2005 и ГОСТ Р 51664-98) ', 'count': '222.7', 'type': '106', 'url': 'https://www.tender.pro/api/position/19695906/view'}, {'name': 'Тендер на поставку стального трубопроката во 2-3 квартале 2024г. по потребности ПАО ""РУСАЛ Братск"" (id865583)', 'count': 'ID', 'type': 'тн', 'url': 'https://www.tender.pro/api/tender/865583/view_public'}]"
13;Аварийное обслуживание технических средств охраны. Регион Волга-Урал-Сибирь. (id868820);Дата создания: 6 марта 2024;ID: 868820;Прием заявок до: 15 марта 2024 16:00 MSK;[];Публичное акционерное общество Группа Черкизово;[{'name': 'Монтаж и настройка считывателя дальнего действия SMARTEC ST-LR320', 'count': '1', 'type': '1', 'url': 'https://www.tender.pro/api/position/19693688/view'}, {'name': 'Монтаж кабеля (сечение до 2,5 мм кв) в гофре', 'count': '1', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19693689/view'}, {'name': 'Монтаж кабеля (сечение до 16 мм кв) в гофре', 'count': '1', 'type': '1', 'url': 'https://www.tender.pro/api/position/19693690/view'}, {'name': 'Монтаж UTP с тросом', 'count': '1', 'type': 'м', 'url': 'https://www.tender.pro/api/position/19693691/view'}, {'name': 'Монтаж UTP в гофрированной трубе (ПНД)', 'count': '1', 'type': '1', 'url': 'https://www.tender.pro/api/position/19693692/view'}, {'name': 'Монтаж UTP в гофрированной трубе (ПВХ)', 'count': '1', 'type': 'м', 'url': 'https://www.tender.pro/api/position/19693693/view'}, {'name': 'Монтаж UTP в гофрированной трубе (ППЛ)', 'count': '1', 'type': '1', 'url': 'https://www.tender.pro/api/position/19693694/view'}, {'name': 'Монтаж оптического кабель ОКМС-4волокна', 'count': '1', 'type': 'м', 'url': 'https://www.tender.pro/api/position/19693695/view'}, {'name': 'Монтаж оптического кабель ОКМС-8 волокон', 'count': '1', 'type': '1', 'url': 'https://www.tender.pro/api/position/19693696/view'}, {'name': 'Монтаж оптического кабеля с питанием', 'count': '1', 'type': 'м', 'url': 'https://www.tender.pro/api/position/19693697/view'}]
14;"Закупка Курский Филиал АО ""КЦ"" Металлоизделия, металлопрокат (id868794)";Дата создания: 6 марта 2024;ID: 868794;Прием заявок до: 11 марта 2024 10:00 MSK;[];Публичное акционерное общество Группа Черкизово;"[{'name': 'Труба профильная 40х40х3 (6) к3,36-ст2-3пс/сп', 'count': '10', 'type': '10', 'url': 'https://www.tender.pro/api/position/19693165/view'}, {'name': 'Сталь круглая ф25 ст.35', 'count': '12', 'type': 'кг', 'url': 'https://www.tender.pro/api/position/19693168/view'}, {'name': 'Лист нерж 3,0х1250х2500', 'count': '2', 'type': '12', 'url': 'https://www.tender.pro/api/position/19693170/view'}, {'name': 'Закупка Курский Филиал АО ""КЦ""\xa0Металлоизделия, металлопрокат (id868794)', 'count': 'ID', 'type': 'м', 'url': 'https://www.tender.pro/api/tender/868794/view_public'}]"
15;"Закупка сантехники для АО ""КЦ"" Московская обл ГК ЧЕРКИЗОВО (id868777)";Дата создания: 6 марта 2024;ID: 868777;Прием заявок до: 12 марта 2024 11:30 MSK;[];Публичное акционерное общество Группа Черкизово;"[{'name': 'Прокладка паронитовая Ду80', 'count': '50', 'type': '50', 'url': 'https://www.tender.pro/api/position/19693082/view'}, {'name': 'Труба полипропиленовая 25х4,2', 'count': '25', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19693083/view'}, {'name': 'Прокладка паронитовая Ду65', 'count': '50', 'type': '25', 'url': 'https://www.tender.pro/api/position/19693084/view'}, {'name': 'Кран запорный 203 100 260', 'count': '5', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19693085/view'}, {'name': 'Блок подготовки воздуха FRL804A Прума', 'count': '4', 'type': '50', 'url': 'https://www.tender.pro/api/position/19693086/view'}, {'name': 'Конденсатоотводчик фланцевый ВРС32 DN15', 'count': '6', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19693087/view'}, {'name': 'Штуцер TITAN LOCK 1,5in конический под рукав DIN 11851 DN40 нерж. 316L TL40CONSS', 'count': '10', 'type': '5', 'url': 'https://www.tender.pro/api/position/19693088/view'}, {'name': 'Прокладка паронит Ду 40', 'count': '100', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19693089/view'}, {'name': 'Прокладка паронит 100', 'count': '50', 'type': '4', 'url': 'https://www.tender.pro/api/position/19693090/view'}, {'name': 'Трубка сифонная петлевая прямая штуцер штуцер м20х1,5', 'count': '20', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19693091/view'}, {'name': 'Закупка сантехники для АО ""КЦ"" Московская обл ГК ЧЕРКИЗОВО (id868777)', 'count': 'ID', 'type': '6', 'url': 'https://www.tender.pro/api/tender/868777/view_public'}]"
16;Поставка трубы бесшовной 18х1 AISI 304 EN 10217-7 (id868006);Дата создания: 6 марта 2024;ID: 868006;Прием заявок до: 15 марта 2024 08:00 MSK;[];Акционерное общество РУСАЛ НОВОКУЗНЕЦК;[{'name': 'Труба бесшовная 18х1 AISI 304 EN 10217-7', 'count': '36', 'type': '36', 'url': 'https://www.tender.pro/api/position/19686691/view'}]
17;Трубоквадрат ст3 (id868601);Дата создания: 6 марта 2024;ID: 868601;Прием заявок до: 6 марта 2024 12:00 MSK;[];"Акционерное общество ""Металлург""";[{'name': 'Труба 50х30х2 ГОСТ 8645-68/20 ГОСТ 13663-86', 'count': '0.06', 'type': '0.06', 'url': 'https://www.tender.pro/api/position/19692060/view'}]
18;"поставка электрооборудования для филиалов ООО ""ИСО"" в 2024г. (id868533)";Дата создания: 6 марта 2024;ID: 868533;Прием заявок до: 13 марта 2024 09:00 MSK;[];Общество с ограниченной ответственностью Инжиниринг Строительство Обслуживание;"[{'name': 'Автотрансформатор лаб.ЛАТР-10000ВА 40А', 'count': '1', 'type': '1', 'url': 'https://www.tender.pro/api/position/19691704/view'}, {'name': 'Блок сигнализации положения ток.БСПТ-10М', 'count': '13', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19691705/view'}, {'name': 'Ввод ВСТ-1/1600 к тр-ру ТМ-1000 кВА', 'count': '10', 'type': '13', 'url': 'https://www.tender.pro/api/position/19691706/view'}, {'name': 'Ввод ВСТА-10/1000-1 УХЛ1', 'count': '3', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19691707/view'}, {'name': 'Контакт втычной ЗСЭА.301539.692-02', 'count': '12', 'type': '10', 'url': 'https://www.tender.pro/api/position/19691708/view'}, {'name': 'Модуль управления TER-СМ-16-1 (220-1)', 'count': '1', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19691709/view'}, {'name': 'Нагреватель для труб.печей СУОЛ 0.4.4/12', 'count': '2', 'type': '3', 'url': 'https://www.tender.pro/api/position/19691710/view'}, {'name': 'Трансформатор ОСОВ 0.25 380/24В', 'count': '2', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19691711/view'}, {'name': 'Шайба 8БП.374.434-01', 'count': '72', 'type': '12', 'url': 'https://www.tender.pro/api/position/19691712/view'}, {'name': 'Шайба 8БП.374.435', 'count': '72', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19691713/view'}, {'name': 'поставка электрооборудования для филиалов ООО ""ИСО"" в 2024г. (id868533)', 'count': 'ID', 'type': '1', 'url': 'https://www.tender.pro/api/tender/868533/view_public'}]"
19;Тендер на поставку трубы на 12-13 неделя (id868584);Дата создания: 6 марта 2024;ID: 868584;Прием заявок до: 7 марта 2024 16:00 MSK;[];ООО ПОСМ Северо-Запад;[{'name': 'Труба стальная профильная  20*20*1,5 г/д (хл.6м)', 'count': '30000', 'type': '30000', 'url': 'https://www.tender.pro/api/position/19691948/view'}, {'name': 'Труба стальная профильная  15*15*1,5 (хл.6м)', 'count': '5000', 'type': 'пог.м.', 'url': 'https://www.tender.pro/api/position/19691951/view'}, {'name': 'Труба стальная профильная  20*40*1,5 г/к', 'count': '30000', 'type': '5000', 'url': 'https://www.tender.pro/api/position/19691953/view'}, {'name': 'Тендер на поставку трубы на 12-13 неделя (id868584)', 'count': 'ID', 'type': 'пог.м.', 'url': 'https://www.tender.pro/api/tender/868584/view_public'}]
20;Конкурс закрыт без приглашения;Конкурс закрыт без приглашения;Конкурс закрыт без приглашения;Конкурс закрыт без приглашения;Конкурс закрыт без приглашения;Конкурс закрыт без приглашения;Конкурс закрыт без приглашения
21;Закупка трубы и комплектующих для РУСАЛ Краснотурьинск. Наличие сертификатов соответствия/паспортов ОБЯЗАТЕЛЬНО (просьба загружать сразу с КП). Поставка МАЙ-ИЮНЬ 2024г. Заявки принимаются на ЭТП Tender.pro (бесплатная регистрация)  (id864706) (2-й этап торгов) (id868521);Дата создания: 6 марта 2024;ID: 868521;Прием заявок до: 11 марта 2024 13:00 MSK;[];Филиал АО РУСАЛ Урал в Краснотурьинске Объединённая компания РУСАЛ Богословский алюминиевый завод;[{'name': 'труба ПЭ SDR 13,6 ПЭ 100 PN 12,5 ДN 710 мм', 'count': '1010', 'type': '1010', 'url': 'https://www.tender.pro/api/position/19691600/view'}, {'name': 'Сегментный сварной отвод 90°, ПЭ 100, SDR 13,6 Дн 710', 'count': '1', 'type': 'м', 'url': 'https://www.tender.pro/api/position/19691601/view'}, {'name': 'Сегментный сварной отвод 135°, ПЭ 100, SDR 13,6 Дн 710м', 'count': '2', 'type': '1', 'url': 'https://www.tender.pro/api/position/19691602/view'}, {'name': 'Муфта электросварная ПЭ100 SDR11 Ду710', 'count': '8', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19691603/view'}, {'name': 'Закупка трубы и комплектующих для РУСАЛ Краснотурьинск. Наличие сертификатов соответствия/паспортов ОБЯЗАТЕЛЬНО (просьба загружать сразу с КП). Поставка МАЙ-ИЮНЬ 2024г. Заявки принимаются на ЭТП Tender.pro (бесплатная регистрация)  (id864706)', 'count': 'ID', 'type': '2', 'url': 'https://www.tender.pro/api/tender/864706/view_public'}]
22;Отбор поставщиков трубного металлопроката для поставки в марте 2024 г. (из наличия на складе, срочная поставка) для филиала ОП ООО «ИСО» Емельяновский район Красноярского края. Заявки принимаются на ЭТП Tender.Pro (бесплатная регистрация, ЭП не требуется)  (id866438) (2-й этап торгов) (id868528);Дата создания: 6 марта 2024;ID: 868528;Прием заявок до: 7 марта 2024 18:00 MSK;[];"Филиал ООО ""ИСО"" в г. Красноярск";[{'name': 'Труба 25х4 Ст20 ГОСТ 8732-78', 'count': '0.015', 'type': '0.015', 'url': 'https://www.tender.pro/api/position/19691619/view'}, {'name': 'Труба 42х4 Ст10 ГОСТ 8732-78', 'count': '0.076', 'type': 'т', 'url': 'https://www.tender.pro/api/position/19691620/view'}, {'name': 'Труба проф.80х80х5 СтC345 ГОСТ 30245', 'count': '5.163', 'type': '0.076', 'url': 'https://www.tender.pro/api/position/19691621/view'}, {'name': 'Труба проф.100х100х5 СтC345 ГОСТ 30245', 'count': '48.667', 'type': 'т', 'url': 'https://www.tender.pro/api/position/19691622/view'}, {'name': 'Труба проф.120х120х5 Ст20 ГОСТ 30245', 'count': '19.488', 'type': '5.163', 'url': 'https://www.tender.pro/api/position/19691623/view'}, {'name': 'Труба проф.200х100х6 СтC345 ГОСТ 30245', 'count': '10.456', 'type': 'т', 'url': 'https://www.tender.pro/api/position/19691624/view'}, {'name': 'Труба проф.150х150х6 СтC345 ГОСТ 30245', 'count': '9.731', 'type': '48.667', 'url': 'https://www.tender.pro/api/position/19691625/view'}, {'name': 'Труба проф.60х60х4 Ст09Г2С ГОСТ 30245', 'count': '0.523', 'type': 'т', 'url': 'https://www.tender.pro/api/position/19691626/view'}, {'name': 'Отбор поставщиков трубного металлопроката для поставки в марте 2024 г. (из наличия на складе, срочная поставка) для филиала ОП ООО «ИСО» Емельяновский район Красноярского края. Заявки принимаются на ЭТП Tender.Pro (бесплатная регистрация, ЭП не требуется)  (id866438)', 'count': 'ID', 'type': '19.488', 'url': 'https://www.tender.pro/api/tender/866438/view_public'}]
23;"Отбор поставщиков цветного, нержавеющего трубного металлопроката для поставки во 2 квартале 2024 г. для филиалов:  ФИЛИАЛ ООО ""ИСО"" в г. Братск, ФИЛИАЛ ООО ""ИСО"" в г. Шелехов, ФИЛИАЛ ООО ""ИСО"" в г. САЯНОГОРСК. Заявки принимаются на ЭТП Tender.Pro (бесплатная регистрация, ЭП не требуется) (id868488)";Дата создания: 6 марта 2024;ID: 868488;Прием заявок до: 15 марта 2024 10:00 MSK;[];"Филиал ООО ""ИСО"" в г. Красноярск";"[{'name': 'Лист медный М1 2мм', 'count': '40', 'type': '40', 'url': 'https://www.tender.pro/api/position/19691483/view'}, {'name': 'Круг медный М1 20мм', 'count': '10', 'type': 'кг', 'url': 'https://www.tender.pro/api/position/19691484/view'}, {'name': 'Лист медный М1 1мм', 'count': '6', 'type': '10', 'url': 'https://www.tender.pro/api/position/19691485/view'}, {'name': 'Труба 76х4 Ст12Х18Н10Т ГОСТ 9941-81', 'count': '0.186', 'type': 'кг', 'url': 'https://www.tender.pro/api/position/19691486/view'}, {'name': 'Труба 76х4 Ст12Х18Н10Т ГОСТ 9941-81', 'count': '0.15', 'type': '6', 'url': 'https://www.tender.pro/api/position/19691487/view'}, {'name': 'Заготовка медная 300х150х100', 'count': '4', 'type': 'кг', 'url': 'https://www.tender.pro/api/position/19691488/view'}, {'name': 'Заготовка БРАЖ 300х150х100', 'count': '4', 'type': '0.186', 'url': 'https://www.tender.pro/api/position/19691489/view'}, {'name': 'Труба ц/беж.412х12х5000 Ст20Х25Н20С2', 'count': '1', 'type': 'т', 'url': 'https://www.tender.pro/api/position/19691490/view'}, {'name': 'Труба медная 54х2 (м)\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 \xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0', 'count': '8', 'type': '0.15', 'url': 'https://www.tender.pro/api/position/19691491/view'}, {'name': 'Круг бронзовый БрАЖ 9-4 16 мм', 'count': '50', 'type': 'т', 'url': 'https://www.tender.pro/api/position/19691492/view'}, {'name': 'Отбор поставщиков цветного, нержавеющего трубного металлопроката для поставки во 2 квартале 2024 г. для филиалов:\xa0 ФИЛИАЛ ООО ""ИСО"" в г. Братск, ФИЛИАЛ ООО ""ИСО"" в г. Шелехов, ФИЛИАЛ ООО ""ИСО"" в г. САЯНОГОРСК. Заявки принимаются на ЭТП Tender.Pro (бесплатная регистрация, ЭП не требуется) (id868488)', 'count': 'ID', 'type': '4', 'url': 'https://www.tender.pro/api/tender/868488/view_public'}]"
24;"Закупка Филиал ""Петелинская Птицефабрика"" АО ""КЦ"" - Металлоизделия, металлопрокат. (id868487)";Дата создания: 6 марта 2024;ID: 868487;Прием заявок до: 11 марта 2024 13:00 MSK;[];Публичное акционерное общество Группа Черкизово;"[{'name': 'Лист оцинкованный 1,5х1250х2500', 'count': '20', 'type': '20', 'url': 'https://www.tender.pro/api/position/19691538/view'}, {'name': 'Швеллер №14', 'count': '30', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19691539/view'}, {'name': 'Уголок 40х40х4', 'count': '120', 'type': '30', 'url': 'https://www.tender.pro/api/position/19691540/view'}, {'name': 'Полоса металлическая Ширина =30мм Высота=3мм', 'count': '30', 'type': 'м', 'url': 'https://www.tender.pro/api/position/19691541/view'}, {'name': 'Труба профильная 100x100x3мм', 'count': '30', 'type': '120', 'url': 'https://www.tender.pro/api/position/19691542/view'}, {'name': 'Кольцо стопорное наружное 30x1,2мм A2 DIN 471', 'count': '50', 'type': 'м', 'url': 'https://www.tender.pro/api/position/19691543/view'}, {'name': 'Труба профильная 20х20х3мм', 'count': '180', 'type': '30', 'url': 'https://www.tender.pro/api/position/19691544/view'}, {'name': 'Труба профильная 25x25x3', 'count': '270', 'type': 'м', 'url': 'https://www.tender.pro/api/position/19691545/view'}, {'name': 'Труба профильная 50х30х3мм', 'count': '330', 'type': '30', 'url': 'https://www.tender.pro/api/position/19691546/view'}, {'name': 'Пруток металлический d=14мм', 'count': '60', 'type': 'м', 'url': 'https://www.tender.pro/api/position/19691547/view'}, {'name': 'Закупка Филиал ""Петелинская Птицефабрика"" АО ""КЦ"" -\xa0Металлоизделия, металлопрокат. (id868487)', 'count': 'ID', 'type': '50', 'url': 'https://www.tender.pro/api/tender/868487/view_public'}]"
25;Тендер на закупку запчастей для ж.д. транспорта для РУСАЛ Краснотурьинск во 2 кв. 2024 г. (id868469);Дата создания: 6 марта 2024;ID: 868469;Прием заявок до: 15 марта 2024 12:00 MSK;[];Филиал АО РУСАЛ Урал в Краснотурьинске Объединённая компания РУСАЛ Богословский алюминиевый завод;[{'name': 'Вентиль электропневматический ВВ-2В-2 (75V)', 'count': '8', 'type': '8', 'url': 'https://www.tender.pro/api/position/19691391/view'}, {'name': 'Вентиль электропневматический ВВ-32-75V', 'count': '10', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19691392/view'}, {'name': 'Вкладыш коренной Д50.02.006-1А (размер 8,27)', 'count': '4', 'type': '10', 'url': 'https://www.tender.pro/api/position/19691393/view'}, {'name': 'Вкладыш коренной Д50.02.006-1А (размер 8,25)', 'count': '2', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19691394/view'}, {'name': 'Вкладыш муфты 17-06040-33', 'count': '80', 'type': '4', 'url': 'https://www.tender.pro/api/position/19691395/view'}, {'name': 'Воротник 188-22Б', 'count': '10', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19691396/view'}, {'name': 'Головка штанги верхняя Д50.10.025', 'count': '6', 'type': '2', 'url': 'https://www.tender.pro/api/position/19691397/view'}, {'name': 'Головка штанги нижняя Д50.10.026', 'count': '6', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19691398/view'}, {'name': 'Закидка люка вагона 532.45.025-0', 'count': '30', 'type': '80', 'url': 'https://www.tender.pro/api/position/19691399/view'}, {'name': 'Колодка тормозная локомотивная гребневая', 'count': '100', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19691400/view'}, {'name': 'Тендер на закупку запчастей для ж.д. транспорта для РУСАЛ Краснотурьинск во 2 кв. 2024 г. (id868469)', 'count': 'ID', 'type': '10', 'url': 'https://www.tender.pro/api/tender/868469/view_public'}]
26;Тендер на поставку алюминиевой трубы 12 неделя  (id866344) (2-й этап торгов) (id868473);Дата создания: 6 марта 2024;ID: 868473;Прием заявок до: 7 марта 2024 13:00 MSK;[];ООО ПОСМ Северо-Запад;[{'name': 'Труба алюминиевая профильная 15*30*1,5 АД31Т1', 'count': '20000', 'type': '20000', 'url': 'https://www.tender.pro/api/position/19691368/view'}, {'name': 'Труба алюминиевая профильная 15*15*1,5 АД31', 'count': '3000', 'type': 'пог.м.', 'url': 'https://www.tender.pro/api/position/19691367/view'}, {'name': 'Тендер на поставку алюминиевой трубы 12 неделя  (id866344)', 'count': 'ID', 'type': '3000', 'url': 'https://www.tender.pro/api/tender/866344/view_public'}]
27;"Запрос предложений на поставку: ""Труба стальная ГОСТ 10705-80 Ст.20/ (Ст.17Г1С), наружный диаметр 630 мм, толщина стенки 10 мм"". РУСАЛ Краснотурьинск (МТТ ЮВР 2024г.) (id868459)";Дата создания: 6 марта 2024;ID: 868459;Прием заявок до: 13 марта 2024 10:00 MSK;[];Филиал АО РУСАЛ Урал в Краснотурьинске Объединённая компания РУСАЛ Богословский алюминиевый завод;"[{'name': 'Труба стальная ГОСТ 10705-80 Ст.20/ (Ст.17Г1С), наружный диаметр 630 мм, толщина стенки 10 мм', 'count': '355', 'type': '355', 'url': 'https://www.tender.pro/api/position/19691322/view'}, {'name': 'Запрос предложений на поставку: ""Труба стальная ГОСТ 10705-80 Ст.20/ (Ст.17Г1С), наружный диаметр 630 мм, толщина стенки 10 мм"". РУСАЛ Краснотурьинск (МТТ ЮВР 2024г.) (id868459)', 'count': 'ID', 'type': 'м', 'url': 'https://www.tender.pro/api/tender/868459/view_public'}]"
28;Закупка запасных частей к перфораторам YSP45  для АО СУБР (id868377);Дата создания: 6 марта 2024;ID: 868377;Прием заявок до: 13 марта 2024 23:00 MSK;[];Акционерное общество Севуралбокситруда;[{'name': 'Болт YSP45-411 Qiangli', 'count': '120', 'type': '120', 'url': 'https://www.tender.pro/api/position/19691004/view'}, {'name': 'Втулка клапанная YSP45-104 Qiangli', 'count': '30', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19691005/view'}, {'name': 'Гайка GB56M16 Qiangli', 'count': '78', 'type': '30', 'url': 'https://www.tender.pro/api/position/19691006/view'}, {'name': 'Гайка GB6171 Qiangli', 'count': '10', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19691007/view'}, {'name': 'Гайка YSP45-304 Qiangli', 'count': '48', 'type': '78', 'url': 'https://www.tender.pro/api/position/19691008/view'}, {'name': 'Гайка YSP45-309A Qiangli', 'count': '35', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19691009/view'}, {'name': 'Гайка YSP45-313 Qiangli', 'count': '10', 'type': '10', 'url': 'https://www.tender.pro/api/position/19691010/view'}, {'name': 'Гайка YSP45-321 Qiangli', 'count': '40', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19691011/view'}, {'name': 'Гайка зажимная YSP45-203A Qiangli', 'count': '101', 'type': '48', 'url': 'https://www.tender.pro/api/position/19691012/view'}, {'name': 'Гайка поршня 7655-111 Qiangli', 'count': '163', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19691013/view'}, {'name': 'Закупка запасных частей к перфораторам YSP45\xa0 для АО СУБР (id868377)', 'count': 'ID', 'type': '35', 'url': 'https://www.tender.pro/api/tender/868377/view_public'}]
29;Закупка Филиал «Моссельпром» АО «КЦ», Рукава армированные, металлоизделия, воздуходувка  UNOKOR. (id868423);Дата создания: 6 марта 2024;ID: 868423;Прием заявок до: 11 марта 2024 12:00 MSK;[];Публичное акционерное общество Группа Черкизово;[{'name': 'Рукав армирован спиралью FOOD DN40мм PN4бар ПВХ', 'count': '20', 'type': '20', 'url': 'https://www.tender.pro/api/position/19690989/view'}, {'name': 'Звено соединительное 16В-2', 'count': '20', 'type': 'м', 'url': 'https://www.tender.pro/api/position/19690990/view'}, {'name': 'Редуктор RV №2 5110508004', 'count': '4', 'type': '20', 'url': 'https://www.tender.pro/api/position/19690991/view'}, {'name': 'Шайба медная уплотнительная 35x45x2мм', 'count': '10', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19690992/view'}, {'name': 'Труба профильная 40х20х2,0 сталь', 'count': '500', 'type': '4', 'url': 'https://www.tender.pro/api/position/19690993/view'}, {'name': 'Манжета армированная AS 210x240x15 NBR DIN 3760', 'count': '10', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19690994/view'}, {'name': 'Манжета армированная 2.2-220x250x15 ГОСТ 8752-79', 'count': '6', 'type': '10', 'url': 'https://www.tender.pro/api/position/19690995/view'}, {'name': 'Пруток нержавеющий D14мм', 'count': '250', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19690996/view'}, {'name': 'Уголок 30х30х3 нержавейка', 'count': '340', 'type': '500', 'url': 'https://www.tender.pro/api/position/19690997/view'}, {'name': 'Рукав PVC DN12 IPL для пищевой промышленности синий 80 бар', 'count': '150', 'type': 'м', 'url': 'https://www.tender.pro/api/position/19690998/view'}, {'name': 'Закупка\xa0Филиал «Моссельпром» АО «КЦ», Рукава армированные, металлоизделия, воздуходувка\xa0 UNOKOR. (id868423)', 'count': 'ID', 'type': '10', 'url': 'https://www.tender.pro/api/tender/868423/view_public'}]
